10944750	155,18730,25687,8719,13450,6918,11080,24193
12028500	8519,21392,28059,18496,2173,661,11018,15368,11679,27794,11196,6133,15584,19891,18647,2999,24849,11849,8696,28481,10570,27335,24551,12368,11684,3850,21565,18082,24088,23370,27985,24581,905,9213,14533
1206500	5962
12154500	26394,12475,15302,12220,12159,3185,4949,19574,20476,16176,11176,8628,25488,2504,12490,5015,19155,7105,28548,17640,1507,12933,7631,11773,28065,20297,17319
1620500	1195,444,12230,28774,23735,23479,15138,25857
4716750	8511,13757,29146,2963,24009,3032,25669,18805,4324,28992,21495
4844000	10653,28362,17572,13592,15138,27155,19799,15721,4949,27458,14119,7868,25372,527,21950,23284,3534
5654000	14227,528,5896,3329,19294,20417,4571,7868,18672
5735000	23487,8566,7266,12168,16975,19632,19893
5780000	22672,19903,5094,19680,17946,27092,27155,13450,20858,4949,10058,6361,21092,20180,155,4078,27895,2173,8316,17061,28631,15471,19113,24788,24274,7105,2729,27955,10617,19523,1533,1000,28993,20444,7648,6143,4802,17959,16696,11385,11431,29364,27523,2971,26568,14533
6061250	11897,6400,19874,28993,23829,4169,943,21493,16918,1370,3308,15019,5670
8170750	10207,27458,19552,1966,21431
8622000	11638,15935,10810,27572,8702,9291,11125,19829,14976
10224750	14991,24402
10229250	588,23774,26722,251,24541,18805,7297,4949,6767,13592,10188,21071,11029,14533
10302500	29213,10646,28966
10546500	28508,5955,22184
1110750	22499,29125,16463,3458
12015000	12013,28357,22240,27467,26900,2826,21883,5176,27514,14019,24059,13097,5267,24977,12285,28508,15138,2267,1428,201,18774,7606,29203
12173500	14266
12388250	23793,18712,20756,9848,15138,27670,2326,22621,10570,17756,24385,28035,21840,14138,17400,11431,17747,16965,6840
1971500	10193,20750,19113,1966,4949,10329,11000,4960,8414,8316,11280,20630,24392
2626250	7868
3963750	14020,11176,4949,7356,18805,3901,7392,26972,21110,19014,12159,251,22547,7096,9175,6352,18575,12977
434750	17158,19394,6104,13411
5220750	21190,785,14952,25240,8245,26216
5254500	22400,18611,20300,9317,14014,25618,6348,18805,23853,18034,11280,12431,28391,5094,6652,17020,3590,26380,3935,18523,27052,17055,21672,14498,25488,24929,17835,15478,5712,23284,20827,13460,7708,7868,3313,2971
6571000	8778,17135,18879,22877,27052,19987,18624,17084,25631,13430,4254,21865,12220,10646,2197,27543
6849750	18730,29001,6290,2655,2542,7552,25372
6977000	12964
7703750	25169,17647,26378,26722,4154,18075,13070,11007,6431,22400,18730,8719,3723,527,3313,21461,679
8149250	10176,2173,9848,23662,5796,15631,14809,11679,21372,27063,27792,22711,4949,1966,15138,27052,25033,141,5736,19962,7868
8757750	28756,26561,6968,8486,2167,6209,11329,20386,24601,1129,26288,27427,20785,1481,11687,3149,1151,23928
9288000	10329,5785,26722,5254,6401,28605,2683,11328,13460
10696000	16276,3672,2260,7038,21110
