10944750	155,18730,25687,8719,13450,6918,11080,24193
12028500	28059,2173,11018,15368,11679,27794,19891,2999,24849,11849,28481,10570,27335,24551,12368,11684,3850,21565,18082,24088,23370,27985,24581,9213,14533
1206500	5962
12154500	26394,12475,15302,3185,4949,19574,20476,16176,11176,8628,25488,2504,12490,5015,7105,28548,17640,12933,11773,28065,20297,17319
1620500	444,23479,15138
4716750	29146,2963,24009,3032,25669,18805,4324,28992,21495
4844000	13592,4949,27458,14119,7868,25372,527,21950,3534
5654000	14227,528,5896,19294,20417,7868,18672
5735000	23487,8566,7266,12168,16975,19632,19893
5780000	22672,19903,5094,19680,27092,20858,4949,10058,6361,21092,20180,155,27895,17061,28631,19113,24788,24274,7105,2729,19523,1533,28993,20444,7648,6143,4802,17959,16696,11385,29364,27523,2971,14533
6061250	11897,6400,19874,28993,23829,4169,943,21493,16918,1370,3308,15019,5670
8170750	10207,27458,19552,21431
8622000	11638,15935,10810,27572,8702,9291,11125,19829,14976
10224750	24402
10229250	588,23774,26722,251,24541,18805,4949,10188,21071,11029,14533
10546500	28508,5955,22184
1110750	22499,29125,16463
12015000	12013,28357,22240,27467,26900,2826,24059,5267,24977,28508,2267,1428,7606,29203
12388250	2326,10570,16965
1971500	10193,20750,19113,4949,10329,8414,20630,24392
3963750	11176,4949,7356,18805,19014,22547,7096,9175
434750	19394
5254500	22400,18611,20300,9317,14014,25618,18805,23853,18034,12431,28391,5094,3590,26380,3935,18523,27052,17055,21672,14498,25488,24929,17835,15478,5712,20827,13460,7708,2971
6571000	8778,18879,22877,27052,19987,18624,17084,25631,13430,4254,21865,12220,10646,2197,27543
6849750	29001,6290,2655,2542,7552,25372
6977000	12964
7703750	17647,26378,26722,4154,18075,13070,11007,22400,8719,3723,527,679
8149250	10176,2173,9848,23662,5796,15631,14809,11679,21372,27063,27792,22711,4949,15138,27052,25033,141,19962,7868
8757750	28756,26561,6968,8486,2167,6209,11329,20386,24601,1129,26288,27427,20785,1481,11687,3149,1151,23928
9288000	10329,5785,26722,5254,28605,2683,11328,13460
10696000	16276,2260,7038,21110
11391250	28924,27998,28031,16399,22244,24690,17417
1661750	21078,21950,7817,13888,6868,26722,10480,1731,15534,7963,21372,10570,7105,21838,22342,6352,11080,3151
1832000	12287,6393,12410,8978,2198,10916,21191,6465,27509,12218,25687,7868,11939,20668,21841,19221,20291,14469
2771250	255,29490,20800,18730,528,284,7963,27508,13460,26314
2852250	19596,3564,16411,4647,22555,8090,23549,4204,11010
3211250	16624,20536,7105,6199,29197,24929,13430,23928,1280
3581250	28206,21071,28411,6086,12512,8874,15383,11897,22473,504,16540,23071,12865,22305
4256500	7868,3800,29473,29149,4694,23515,24898,12588,19897,15672
5034000	17020,10176,14261,10840,10570,12220,13087,3228,24471,1731,17055,13240,17214,4411,5712,23157,9612,17680,3626,28059,1903,23936,20470,13430,10584,27117,679,9441,9242,3723
5901250	10627,19277,14575,1051,7262,2674,917,21372,18937,21717,11073,22993,8763,2896
6257000	28411,22749,23563,21071,11849,26699,16986,17459
6996000	7547,24277,18213,27198
9720000	17020,28411,21092,26781,8816,14194,13773,23245,23774,21485,8939,24922
10057000	3101,25420,2605
11362000	7868,25488
11687000	27400
11847750	15116
12008000	24274,19381,10329,7390,1591,6143,25618,17647,7668,4960,29084
12215000	25618,18167,6349,24341,2655,24477,9802,25169,3164,5724,8637,21672,14261,919,5640,21796,8210,19574,15831,7975,6672,25631,25570,15302,23173,2899,27791,3720,22365,679,25090
1969000	19574,937,15831,14020,2899
2132250	8628,6288,6164,14159
3089500	13115,561,4078,15089,1917,16754,14020
4770500	13374,12220,2610,27625,22499,9848,22077,23083,14020
4809750	1831
7002750	7868,599
799000	1903,3590,16607,21796,17096,23793,28605,750
8102000	1051,28230,26614,768,23791,18990,1280
8666500	4694,5469,15672
9035750	18544,25618,18024,27052,17977
9163000	20079,8856,679
9244000	16836,8943,22853,21110,14642,7868,13442,22094,3928,9486,9972,5943,9806,11670,12489
1046250	25618,11396,12352,11983,6621,28463,16550,14020
10768750	14520
11046750	7169
11339250	3174,21838
