12028500	4738,7762,10741,29078
12154500	2119,28924,7007,23338,28453
4716750	574,10258
4844000	574,24724,626,18235,22087
5654000	6175,21338,24942
5780000	23338,23549,27346,26972,15672,20412,15118,8235,24601
6061250	1752,207,25215,25642
10224750	11431
10229250	7467,819
10302500	20190,23549,207
1110750	207,25215,25642
12015000	10258,17094
12173500	2128,7467,819,20966,14161
12388250	7467
1971500	20190,23282,3515,27435,7469,21715,24070,9549
2626250	11730,4294,13745,22880
3963750	6364,11487,13765,23340
434750	8628,23465,17244
5254500	7467,819,20966,14161
6067750	23480,15414
6571000	1752,207,25215,25642,21462,7990
6849750	5883,7179,2436,27179
7703750	2119,7467,819,20966
8149250	13749,16453
8757750	13258,12189
9288000	23338,23549
10696000	13258,12189,22950
11391250	13749
1661750	10258,17094
1832000	8628,23465
2771250	7467,819,20966
2852250	23480,15414
3001000	7467
3211250	19328,22664,14554,18647,834
3581250	5883,7179,2436,27179
4256500	11730
5034000	5883,7179,2436
5901250	5357
6257000	23338,26972
6996000	6175
9720000	6175,21338,24942,20617,10866
10057000	22280
11362000	6175,21338,24942,20617,10866
12008000	4475,563
12215000	7467,819,20966
1969000	8818,15992
4770500	574,626,18235,24724
4809750	6364,11487
7002750	17228,10461
799000	7467,819
9035750	22664,14554,19328
9163000	5883,7179,2436
9244000	7467,819,20966,14161
10768750	13749
11339250	26298
12027000	25215
1904750	9792
1906000	20190
1909250	8818,15992,23470,20516,24645,14209,12729,504,2803
2138750	13749
2476250	207
2874500	7467,819,20966,14161
2921750	13872,23285,9792
4184250	7469,21715,24070
4215750	23285,13872,9792,17084,11826,12994,23409,20184,25138
4956000	7467,819
5108000	574,1752,207
6874250	13258,12189,22950,7467,819
8040000	13872,23285,9792,17084,12994,25544,17400,22547
9344000	574
10095000	4475,563
11434750	207,25215,25642,21462,1752
2078000	19036,22095,6098,27033
3257000	574
3590000	5357
3787750	23549,27346,26972
5898500	7467
6523250	13258
71250	574,22664,18647
7367000	5883,7179,2436,27179
7687500	26298,22994,3787,28625,16453,26607,5369,12182,12364
10064500	13749
11340250	17094
11612500	25215,207
3035250	23480
371250	7469,21715
42000	6098,22095,19036
4994000	8818
5754500	22664,14554,19328,8764,18647
8649250	13749
9173750	23338,574
9628250	6175
9706000	6364,11487,13765,23340,9612,742,6740,5157,23971
981000	7467,819,20966
10054250	8818,15992,23470
10619000	13872,9792,23285
1459750	13749
1966250	7467,819,20966,14161,2128
3054250	7467
3293750	15672,23338,20412,23285
3952000	5357,1439,2519,574
4850000	4475,563,10916,7467
4963500	23549,27346
5082750	23338,7469
5906250	574,10258
10393750	7467,819,20966
11493000	11431
12231250	7467,819
1446250	7467,819
3188000	23480,15414,20256
3520000	23338,23285,13872,9792,17084,12994,21503,15672,20412
364250	2119
38250	5883,7179,2436,27179
5959000	22095,19036
6247250	574,13258,24724,626,18235
6564500	13749,7467,819
7345250	11730,4294,13745,22880
7699500	11730,13745,4294,22880,4262
83250	6191,5357,20190,217
11142000	5357,18086
1381000	7467,819
2428500	207,25215
380000	574,6364,11487,23340
4102750	13872,9792
4922750	5883,7179,2436
5027500	5883
5769750	207,25215,25642,1752
5847500	17400
6619500	7467
7927750	9792,13872,23285
8129250	17094,10258,12013,14233
10018000	17228
10063000	6098
10257500	23285
10309250	207,25215,25642,21462
11111500	7469,21715
11321750	11730,4294,13745,22880,4262,10879,14545,24907,15259
11936000	19328
12337750	11730,4294
1240250	15992
145750	11730,4294
1517000	5357,22664
1812000	23480,15414,27487
2251750	10258
2492500	8818,15992,23470
5012750	23480,15414,27487,20256
5143250	22664,14554,18647,19328,834,8764
6848750	8818,15992,23470,20516,24645
7286500	22664
7545250	22664,14554,18647,19328
9782000	574,22664
10069500	25215,207,25642,21462,1752,23202
10401500	7467,819,20966,14161,2319,255,3774,28524,18290
10774750	11431,15257,10329
11874000	5357,574,1439,2519,20472
1324500	6175,21338,24942,20617
3981750	22280,12220,23480,15414,10258
452750	22664,14554,8764,18647,19328
47000	23338,23285,9792
6003750	23480,15414,27487,3393,20256,2251,15233,4750,6934
6754250	23549
7016500	17094
7886000	574,18235,24724
8033500	574,11730
10261750	7467,819,20966,14161
10588000	6364,11487,13765,23340
10790500	5883,7179
11730000	22280,12220,11605,4738,7762,10741,574,29078
11972750	23480,8628,15414
1724000	7469
2168250	23480,15414
2870250	6364,11487,13765,23340
4853750	7469,21715
4902250	5883,7179
6400000	13258,12189,22950,7467
711500	5883,7179,2436,27179
10492250	23338,22664,14554,8764,19328
10609250	6175,21338,24942,20617,10866
11496750	13749
154500	574,6175
