12028500	1041,24060,25415,11499,3362
12154500	10916,15672,17214,27888,3075
4716750	13039
4844000	12189,22950,22280,11225
5654000	8533,20595
5780000	21503,27435,979,11868,9549,24457,4443,8676
6061250	1041,25415,24060,11499
8622000	10916
10224750	4807
10229250	4807,12189
10302500	21503,23409,15672,1700
1110750	27785
12015000	11391,9878
12173500	28524,18290,8805,27427,684
12388250	12189
1971500	23409,15672,21503,23338,1700,4499,3999,24434,20184
2626250	13737,10051,17590,26351
3963750	15024,1138,11635,1565,6498
434750	28286,6193,18523,422
5220750	10916
5254500	23409,1700,4499
6067750	3665,17418
6571000	12189,22950,1041,25415,24060,11499
6849750	1041,24060,25415,11499,12287
7703750	10916,15672,17214,27888
8149250	15672,10916,21503
9288000	21503
10696000	21503,4039
1661750	15024,1138,11635
1832000	28286,6193,18523
2771250	23338,21503
2852250	1041,24060
3001000	12189
3211250	1076,10916,18196,15672,21593
3581250	1041,24060,25415,11499,3362
5034000	1041,24060,25415,11499
5901250	8238
6257000	21503,15024
9720000	8533,20595,5150
10057000	1041,25415
11362000	8533,20595
12008000	1138,15024,11635,1565
12215000	4039,396
1969000	1076,21503
4770500	23282,12189,22950
4809750	28917
7002750	8676
799000	23282,15672
8102000	1041
9035750	18196,23409,21593
9163000	1041,24060,25415,11499
9244000	12189,22950,13258,2128
1046250	10916
10768750	15792
11339250	25386
12027000	27785
1904750	21503
1906000	6498,23409
1909250	1076,6840,29490,11734,19799,18080,26332
2138750	28286
2874500	28524,18290,8805,27427
2921750	1041,25415
4184250	20658,19509
4215750	23338,21503,15672,17550,5574,20412,6374,11969
4956000	4039
5108000	15672,10916,1041
6874250	28286,6193,18523,422,12914
8040000	9878,21085,11391,2685,17356,4125,2635,12251,14573
10095000	1138,15024,11635,1565
11434750	27785,21503,14818,19309
2078000	23409,15672,1700,4499
3257000	21503
3787750	21503,11868,23409
5898500	1041
71250	18196,21593,396
7367000	1041,24060,25415,11499,3362
7687500	25386,696,12686,24986,24835,23480,15414,22489
10064500	1041,24060
11340250	23409,15672
11612500	23282,27785
12065000	23282
3035250	12189,22950
371250	20658
42000	1041,25415,24060
4994000	1076
5754500	18196,21593,396,16460
9173750	21503,10916
9706000	28917,28270,23241,28225,3626,4629,3306,10325
981000	1041,25415
10054250	1076,23282,6840
10619000	23338,21503
1459750	21503
1966250	28524,18290,8805,27427,684
3054250	1138,15024,11635
3293750	1138,15024,11635,1565,6498
3952000	25248,8238,25261,5593,22307,10694
4850000	15024,1138,11635,1565,6498,8851
4963500	21503,1076
5082750	21503,1041
5906250	13039
10393750	28524,18290
11493000	4807
12231250	12189,22950,13258
1446250	1138,15024,11635
3188000	17418,7957,3665
3520000	11826,20190,25138,12008,24565,10133,13962,24334,23409
364250	10916,15672
38250	1041,24060,25415,11499,3362
5959000	5150
6247250	25415,1041,24060,11499
6564500	1138,15024,11635
7345250	13737,26351,17590,10051
7699500	12189,22950,13258,25386
83250	23282,23409,15672,9846,21503
11142000	25248,8238
1381000	23409,21503
2428500	1041
380000	12189,22950,13258,28917
4102750	9878,11391,21085
4922750	1041,24060,25415,11499
5027500	1041,24060
5769750	27785,5150,14818
5847500	11391,9878
7927750	21085,11391,9878,2685
8129250	13039,23685,4076
10018000	12189
10063000	5150
10257500	23338
10309250	27785,4807,14818
11111500	20658,19509
11321750	13737,26351,10051,17590,2836,28719,19813,9284
11936000	28286,18523
12337750	13737
1240250	1076
145750	13737
1517000	25248,8238
1812000	17418,3665,5448
2251750	13039
2492500	1076,6840,21503
5012750	3665,17418,5448,7957
5143250	18196,21593,396,16460,1076
6848750	1076,6840,8238,25248
7286500	18196
7545250	18196,21593,396
9782000	21503,1041
10069500	27785,14818,19309,23556,24088
10401500	12189,22950,13258,2128,8816,628,5615,18465
10774750	4807,12189,22950
11874000	8238,25248,25261,5593,22307,10694
1324500	11826,25138,20190
3981750	5883,7179,2436,27179,1041
452750	9878,21085,11391,21503,2685,17356
47000	11826,25138,20190
6003750	17418,3665,5448,7957,11931,8566,17748,1880,18529
6754250	21503
7886000	21503,15672,25415
8033500	21503,1041,25415
10261750	12189,22950,13258,21503,2128
10588000	28917,28270,23241
10790500	1041,24060,25415
11730000	5883,1041,7179,25415,24060,11499,2436,27179,3362
11972750	28286,6193,18523,422
1724000	20658
2168250	1041,24060
2870250	28917,28270,23241,28225
4853750	20658
4902250	1041,24060,25415
6400000	4039,2128,5615
711500	1041,24060,25415,11499,12287
10492250	8676,11826,18196,27435,21593
10609250	8533,20595,8238
10845500	1041
11496750	15792
154500	1041,25415
1953250	1041,24060,25415,11499,12287,3362,4221
2182750	21503,27785,1076
2378500	1076,1041,24060
2920750	18196,21593,396,16460,27785,11456,19937
3363000	10916,15672,17214
4054000	23282
4133750	5150,9878,21085
573000	10916,11391,21085,9878,2685
7103000	10916,15672,17214,27888
7269250	18196,21593,396
7476250	15672,13737,21503
848500	10916,15672
9212500	23282
9794000	1041
9906500	15024,1138,11635,1565
1140750	18196,21593,396,16460,21503
11564250	28286,6193,18523,422,12914
2200750	23282,21503,23338
2688750	23409,21503,15672
5491500	13039,12189,23685,22950
5994250	10916
6766250	13039,23685,4076
6957500	21503,27785,4807,14818,22280
